ID,HOBBS_N,KNOWN AS,PLACE,REGION,COUNTRY,LAT,LONG,Loc_Q,D_TPQ,START_D,START_Q,END_D,END_Q,DATE_EP,DATE_LP,YEAR_DISC_START,YEAR_DISC_END,YEAR_DISC_Q,YEAR_DISC_LITERAL,EGW_MIN,EGW_MAX,EGW_Q,AV_Literal,AV_DENOM1,AV_COUNT1,AV_COUNT_Q1,AV_DENOM2,AV_COUNT2,AV_COUNT_Q2,AV_DENOM3,AV_COUNT3,AV_COUNT_Q3,AV_COUNT_TOT,AV_COUNT_TOTAL_Q,AV_C_WT_MIN,AV_C_WT_MAX,AV_C_WT_Q,AR_LITERAL,AR_DENOM1,AR_COINS1,AR_COINS_Q1,AR_DENOM2,AR_COINS2,AR_COINS_Q2,AR_DENOM3,AR_COINS3,AR_COINS_Q3,AR_COUNT_TOT,AR_COUNT_TOTAL_Q,AR_C_WT_MIN,AR_C_WT_MAX,AR_C_WT_Q,AE_COINS,NON_C_MIN,NON_C_MAX,NON_C_Q,METAL_MIN,METAL_MAX,NON_COIN,COMMENT,DISC_CIRC,DISPOSITION,REFERENCE
812,1996,Le Courtil Morin,"Le Courtil Morin, Sainte-Eanne",Deux-Sèvres,France,46.398008,-0.137121,,300,300,?,400,?,300/400?,300/400?,1971,1971,,,1.3,1.3, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,19,19,,19,19,"1. AR ear-pick: in the form of a bird’s head at the end, coming out of a fish’s mouth; spiral handle. Length: 20.5cm. weight: 19g.   AR: 19g",,found in the ruins of a villa,,"Baratte 1989 [Q], 259, number 222"
1623,1997,London III,London (Tower Hill),Greater London,Great Britain,51.5085,-0.0782,,300,300,,400,,300/400,300/400,1898,1898,,,55.8,55.8, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,837.63,837.63,,837.63,837.63,"1. AR ingot: hide shaped, stamped ‘EXX OF VINCI’. weight: 193g. 2. AR ingot: hide shaped, stamped ‘EX OFF TVCIVS’. weight: 307g. 3. AR ingot: hide shaped, stamped ‘EX OFF C ATILICA’. weight: 337.63g. Total AR weight: 837.63g",,these emerged in 1978 when the British Museum acquired one from an Irish antiquarian private collection. Further research showed that two other bars from the same find were still in a private colln. in Dublin.,The British Museum,"Painter 1981b; Guggisberg & Kaufmann-Heinimann 2003, 340, number 56; Wiegels 2003, numbers 32-34"
1762,1998,Mildenhall III,Mildenhall (West Row),Suffolk,Great Britain,52.344754,0.510728,,300,200,,400,,3rd. - 4th. century AD (see comments),300/400,1942,1942,,,1735.4,1735.4, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,26057,26057,,26057,26057,"1. AR Great dish: BM 1946.10.7.1. Round, elab. figured relief decoration, fine engraving beaded rim. Mask of sea-god in centre. 2 friezes: sea revel of Nereids, Bacchic revel. weight: 8256g.  2. AR platter: 1946.10.7.2. Paired with 3; Bacchic themes. Pan holding pedum & syrix, Maenad playing double flute. Graffiti on back ‘euqvjhjriou'. weight: 539g.  3. AR platter: 1946.10.7.3. Paired with 2. Relief decoration of satyr & Maenad (holding thrysus & tambourine). Graffito as 2. weight: 613g. 4. AR  dish: 1946.10.7.4. Large, niello decoration inlaid in incised geometric design. Central medallion & frieze, Beaded outer edge. weight: 5023g.  5.  AR flanged bowl: 1946.10.7.5. Central medallion, hunter & boar. Rim with profile heads & animals. Scratched graffito on underside (“may be a proverb”). Pointillé weight (?) inscr. weight: 1718g. 6.  AR flanged bowl: 1946.10.7.6. Central medallion, Profile head of a woman. Rim with profile heads & animals. Pointillé inscr. ‘PXXLIIS(reversed)II8LII’.  weight: 1271g. 7.  AR flanged bowl: 1946.10.7.7. Central medallion, helmeted profile male (A. the G.?). Rim with profile heads & animals. weight: 1301g. 8.  AR flanged bowl: 1946.10.7.8. Central medallion, profile draped female. Rim with profile heads & animals. weight: 1320g. 9.  AR flanged bowl: 1946.10.7.9. Paired with 10. Beaded rim, decoration a vine scroll of leaves, flowers, grapes & animals. Fluted interior, central rosette. Scratched inscr. on bottom (prob. weight) weight: 615g. 10. AR flanged bowl: 1946.10.7.10. As 9, slightly more elab’.weight: 627g. 11,12. AR covered bowl: 1946.10.7.11-12. Cover added later, domed. Niello inlay foliate scroll. Incised leaf design in bowl. Knob added to cover, gilt std. triton. weight: 1013g, 840g. 13,14. pair of AR goblets: 1946.10.7.13-14. Shallow, beaded rims, foliate pattern on underside of base. weights: 391g, 383g.  15-17. fluted AR bowl with swing handles: 1946.10.7.15-17. Central panel with rosette & pentagram of 2 overlapping triangles. Handles have swan head terminals. weight: 1575g. 18-26. 5 ladle bowls, 4 ladle handles: 1946.10.7.18-26. Hemispherical bowls. AR gilt handles, dolphin shape. Ladles 35-46g, handles weights: 36g (each) 27. AR inscribed spoon: 1946.10.7.27. Pear-shaped bowl, inscr. ‘PASCENTIA VIVAS’. Plain handle. weight: 25g. 28. AR inscribed spoon: 1946.10.7.28. Pear-shaped bowl, inscr. ‘PAPITTEDO VIVAS’. Twisted handle. weight: 25g. 29-31. 3 AR spoons: 1946.10.6.29-31. Pear-shaped bowls, inscr. ‘A(Chi-Rho)Jw’. weights: 27g, 35g, 25g. 32-34. 3 AR spoons: 1946.10.7.32-34. Pear-shaped bowls, plain handles, foliate decoration in bowls.weights:  20g, 17g, 18g. Total AR: 26,057g","Painter dates it to Lupicinius, Christian, (mepG) dispatched to Britain by Julian, but it is doubtful that such a connection can be made. The style is fourth century, although one or two pieces may be earlier.",Farmer's field. “Thought to be remains of a 4th. century building within 30 yds. of the reported find place.” (Painter 1977),The British Museum,Brailsford 1947; Painter 1977a; Hobbs 1997
1811,1999,Mileham,Mileham,Norfolk,Great Britain,52.739233,0.836581,,300,300,,400,?,4th. century AD,300/400?,1839,1839,,,143.2,143.2, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,2150,2150,,2150,2150,1. AR dish: square. Dims: 37.5 x 37.5 cm. weight: 2150g.,,?,The British Museum,"Archaeologia 1841, 239; Kent & Painter 1977 (103)"
1898,2000,New Grange,New Grange,Meath,Ireland,53.679738,-6.444985,,300,200,,400,?,3rd. - 4th. centuryAD,300/400?,1842,1842,,,78.4,78.4, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,78.3,78.3,ca.,78.3,78.3,"1-2. 2 AV finger rings: ornamented with beaded wire filigree, oval bezels, nicolo stones. weights: 8.48g, 11.98g. 3. AV necklace: with hooks on end. weight: 11.46g. 4-5. 2 AV bracelets: torque type. weights: 20.66g, 25.7g. 6. AR denarius of Geta; 2 small AE coins (unident.)    Total AV: 78.3g Total AR: ca. 1.8g","New Grange is the most famous Neolithic burial site, with a large mound and satellites. I am uncertain of the association of the coins with the jewellery.",found “within a few yards of the entrance to the caves of New Grange” at a depth of 2ft.,The British Museum,O’Riordain 1947; Kent & Painter 1977 (231-235)
673,2001,Parabiago,Pariabago,,Italy,45.558189,8.947815,,300,300,,400,,4th. century AD,300/400,1907,1907,,,236.7,236.7, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,3555,3555,,3555,3555,"1. AR dish: round, with footring. Figurative scene in three areas, central scene of Cybele & Attis in a chariot drawn by four lions. Helios & Selene are at the top, Oceano & Thetis at the bottom emerging from the ocean. 39cm diameter. Inv. number ST.5986. weight: 3555 g. Total AR: 3555g",,"found during excavation work for the construction of a villa on Sempione st., which follows the course of the river Olona, “on a site which seems to have been a long-standing Roman cemetery”.","Museo del Castello Sforzesco, Milan",Musso 1983
1453,2002,Paspoel,Paspoel,"Koninksem, Limburg",Belgium,50.765589,5.440128,,318,318,,411,,318/411,318/411,1909,1909,,,21.3,21.3, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,320,320,,320,320,"1 AR ingot: hide shaped, inscribed ‘LEO ESCVDIT’ and stamped. weight: 320g.",,,"Musées Royaux d’Art et d’Histoire, Brussels","Painter 1972, 86, number 1; Guggisberg & Kaufmann-Heinimann 2003, 337, number 27; Wiegels 2003, number 54"
1592,2003,Reculver,Reculver,Kent,Great Britain,51.3789,1.198093,,300,300,,400,,300/400,300/400,1980,1980,,,21.1,21.1, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,317,317,,317,317,"1. AR ingot: hide shaped, inscribed ‘EX OFFI ISATIS’. weight: 317g.",,"chance find on the beach. Painter suggests that the bar fell from the cliff, originally having been lost in the area of the Roman road above.",,"Painter 1981a, 201ff.; Hassall & Tomlin 1986; Guggisberg & Kaufmann-Heinimann 2003, 340, number 60; Wiegels 2003, number 42"
1566,2004,Richborough I,Richborough,Kent,Great Britain,51.291222,1.320998,,300,300,,400,,300/400,300/400,1900,1900,taq,,42.1,42.1, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,631.5,631.5,,631.5,631.5,"1 AR ingot: hide shaped, inscribed ‘EX OFF ISATIS’. weight: 314.5g. 2. AR ingot: hide shaped, uninscribed. weight: 317g. Total AR weight: 631.5g",,"found during excavations at the fort, but their exact association is not clear.",Canterbury Museum; The British Museum,"Guggisberg & Kaufmann-Heinimann 2003, 340, number 61; Wiegels 2003, numbers 40-41"
1825,2005,Risley Park,Risley Park,Derbyshire,Great Britain,52.915831,-1.320757,,300,300,,400,,4th. century AD,300/400,1729,1729,,,302.1,302.1,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,4535.9,4535.9,ca.,4535.9,4535.9,"1. AR plate or dish (in six fragments): rectangular, with horiz. rim & small rectangular foot. Prob. parcel gilt. Inscribed on underside ‘EX SVPERIVS EPISCOPVS ECLESIAE BOGIENSI DEDIT (Chi Rho)’. Length: ca. 51cm W.: ca. 38 cm. Length of central panel: ca. 18cm. weight: not known (but see comments, below). Total AR: ca. 4,535.9g","Reconstructed from various sources, in particular Stukeley’s original account. ‘Bogiensi’ as a reference to a place name with Celtic origins? Johns is tempted to think of a small private family church. The weight of the piece has been estimated as in the region of 10lb (4,535.9g) by comparison with the Corbridge lanx.","found 3 inches below the surface, struck by plough & broken  into 6 fragments.","lost for many years; recently resurfaced, via Seaby",Johns 1981
200,2006,Rome II,Rome (Esquiline Hill),,Italy,41.89555,12.496667,,300,350,ca.,400,,mid. - late 4th. century AD,300/400,1793,1793,,,1822.9,2834.7, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,27370.89,27370.89,+,27370.89,27370.89,"1. AR Proiecta casket: oblong, gilt. Inscr. ‘SECVNDEETPROIECTA VIVATIS INCHRI[STO]’ (Secvdvs & Proiecta, live in Christ). Pointillé inscr. ‘PXXII - IIIE’ (P(ondo) XXII, III (Unciae), S(emuncia). 22lbs., 3 1/2 oz. 3 mythological scenes & double portraits. BM 66.12.29.1. Dalton 304. Ht.: 28.6cm. weight: 8140g. 2. AR Muse casket: domed. 8 (of 9) Muses depicted. Figure on lid. Lock added. BM 66.12.29.2. H.: 26.7cm weight: 4902.7g. 3. AR patera: central scene depicting toilet of Venus. weight uncertain. 4. AR basin: fluted, engraved decoration. Heavily damaged, much restored. BM 66.12.29.3. Dalton 310, 29. weight: 2745g. 5. AR plate: gilt & niello inlay. Plain, central mono’. Pointillé inscr. ‘S C V T.IIII. P V’ (Scut(ellae) IIII P(ondo) V’ (4 small dishes with the total weight of 5 (Roman) lbs.) Well preserved. BM 66.12.29.12. 6. AR plate: mono’ as 5. Inscr. ‘VIVAS IN DEO MARCIANA VIVAS’ (Marciana, live in God). BM 66.12.29.11. Dalton 318. 7. AR plate: ident. monumber to 5. BM 66.12.29.14. Dalton 317. 8. AR plate: ident. monumber to 5. BM 66.12.29.13. Dalton 319. weight of 5-8: ca. 1634.25g. 9. AR plate: gilt, niello, square. Ident. monumber to 5. BM 66.12.29.18. Dalton 315, 71. 10. AR plate: as 9. BM 66.12.29.15. Dalton 314, 71. 11. AR plate: as 9. BM 66.12.29.16. Dalton 313. 12. AR plate: as 9. BM 66.12.29.17. Dalton 312. weight of 9-12: ca. 1880.5g. 13. AR flask: ovoid body. Geometric decoration birds. Animals on registers. Well preserved. BM 66.12.29.4. Dalton 306. weight: 715.39g. 14. AR Pelegrina ewer: niello inlay. Inscr. ‘PELEGRINA VTE REF EL EX’ (Pelegrina utere felex - Pelegrina, use (this vessel) to good fortune). Fairly heavily restored. BM 66.12.29.5. Dalton 307. H.: 27.9cm weight: 1,578g. 15. AE ewer: AR inlay. In form of a female hand. weight: 601.3g  16. AR furniture ornament: gilt. Probably for a sedes gestatoria. Tyche of Constantinople. BM 66.12.29.23. Dalton 333. weight: 734.8g. 17. AR furniture ornament: gilt. Tyche of Alexandria. BM 66.12.29.24. Dalton 335. 719.3g. 18. AR furniture ornament: gilt. Tyche of Rome. BM 66.12.29.21. Dalton 332. 734.8g. 19. AR furniture ornament: gilt. Tyche of Antioch. BM 66.12.29.22. Dalton 334. 734.8g. 20. AR furniture ornament: right hand, gilt, paired with 21. BM 66.12.29.20. Dalton 336. 1124.9g. 22. AR furniture ornament: left hand, gilt, paired with 21. BM 66.12.29.19. Dalton 337. 1124.9g. 22. AR horse trapping: gilt. One of a set of 6. 9 linked plates & buckle. BM 66.12.29.29. Dalton 339. weight uncertain. 23. AR horse trapping: gilt. Some loss. BM 66.12.29.28. Dalton 338. weight uncertain. 24. AR horse trapping: gilt. Only 2 plates remain. BM 66.12.29.30. Dalton 342. weight uncerain. 25. AR horse trapping: gilt. Some missing. BM 66.12.29.25. Dalton 340. weight uncertain. 26. AR horse trapping: gilt. Some missing. BM 66.12.29.26. Dalton 341. weight uncertain. 27. AR horse trapping: gilt. Only buckle & 4 plates remain. BM 66.12.29.27. Dalton 343. weight uncertain.   AR: 27,370.89g+ (based upon published weights; excludes horse trappings etca. ); 42,525g if the estimate given by Lanciani is accepted","the number of objects in the Esquiline Treasure has long been accepted as being 61. However, Shelton (1981) believes that in the long history of exchange from time of discovery, a number of objects were added or substituted. Hence only those objects which can definitely be said to come from the find have been listed above. Details of the other objects can be found in the publication. Dalton however includes a number of spoons. Shelton believes that deposition must be within one or two generations of manufacture because wear is due to burial not use. The weight of the find may be extracted from the following statement: ‘Later discoveries brought the total weight of the silver to fifteen hundred ounces’ (Lanciani 1892).","found during the excavation of a well. The exact details are obscure; Visconti’s original findspot refers to the order of Minims, which fits well with the complex S. Francesco do Paola. This is also supported by Lanciani (1892), and new evidence which has recently emerged (Ridley 1996).","The British Museum (1,2,4-14, 16-27); Musée de Petit Palais, Paris (3); Museo Nazionale, Naples (15)",Lanciani 1892; Dalton 1901; Kent & Painter 1977 (88-98); Shelton 1981; Ridley 1996
547,2007,Sabac I,Sabac,,Serbia,44.754251,19.6997,,300,300,,400,,300/400,300/400,1908,1908,ca.,,0,0,ca.,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,,,+,0,0,"1 AR fluted dish: greek pointille inscription ‘LAKwNOC’ and ‘D’. Dm.: 41.5 cm; weight not given 2. AR plate: with ornamental medallion, dm.: 52 cm, weight not given 3. AR plate: with rosette decoration, dm.: 43.5 cm, weight not given.",,acquired by the museum in 1908. Possible association with the 6 silver bars (Sabac II).,"National Museum, Belgrade","Popovic 1994, 368 f., numbers 357-59; Guggisberg & Kaufmann-Heinimann 2003, 335, number 17"
1935,2008,Spennymore,County Durham,,Great Britain,54.697721,-1.58552,,300,300,,400,,300/400,300/400,1972,1977,,mid 1970s,3.33,3.33, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,50,50,,50,50,"1. AR spoon: pear shaped bowl, ‘C’ shaped offset, twisted handle. Length: 23 cm. weight: 26.8g. 2. AR spoon: pear shaped bowl, zoomorphic offset, twisted handle. Length: 18.7cm. weight: 23.2g. Total weight: 50g",,,"Bowes Museum, County Durham","Johns & Pickin 1993; Guggisberg & Kaufmann-Heinimann 2003, 341, number 63"
60,2009,Ténès,Ténès,,Algeria,36.508209,1.313252,,300,200,?,400,?,3rd. - late 4th. century?,300/400?,1936,1936,,,711.2,711.2, ,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,846.4,846.4,,846.4,846.4,"1. AV fibula fragment: in shape of a dolphin. Length: 6cm; width 2.2cm. weight: 7.9g. 2. AV fibula: crossbow type. Three large bulbs on ends of cross. Beading and filigree decoration. Constantinian monogram on end. Length: 10.5cm; width: 6.5cm. Ht. of arc: 3.8cm weight: 81.5g. 3. AV fibula: crossbow type. Filigree decoration. Inscr. ‘HERR’. Length: 7.6cm; width: 4.5cm. Ht. of arc: 2.5cm weight: 34.5g. 4. AV belt buckle: rectangular plaque, ring & two tongues. Highly elab. decoration including (on plaque) rings with four leafed objects in centre. Length of plaque: 6.4cm; width of plaque: 4.2cm. Wid. of ring: 4.6cm H. of ring: 5.4cm weight: 152.7g. 5. AV belt fitting: smaller, less elab’ than 4. Plaque, ring & two tongues. Length of plaque: 2.7cm; H. of plaque: 3.5cm. ring: 2.7x4.1cm. weight: 33.3g. 6. AV plaque: decoration with rings & vine leafs inside. 5.4cmx3.4cm. 34g. 7. AV plaque: paired with 6 - same decoration. 5.4cmx3.4cm. 34g. 8. AV belt end: adjacent rectangular & round piece. Each elab’ decoration with rings & vine leafs inside. Rect. w. 2.5cm, l. 4.7cm. diameter of circular part 4.7cm. 87.7g. 9. AV button: with two rings & two studs. 2.8cm long. 3.6g. 10. AV button: as 9 (identical). 2.8cm long. 3.6g. 11. AV bracelet: small. Twisted wire, simple clasp. Diameter: 5cm. 27.8g. 12. AV bracelet fragment: as 11. 15.5g. (Marshall dated similar items in BM to 3rd. ca. AD) 13. AV bracelet: orig. set with 26 alternating emeralds & garnets. 12 latter remain, one emerald. Diameter: 6cm. weight: 20.5g. 14. AV bracelet: wide band. Intricate decoration, leaves, birds, geometric designs. Diameter: 6.5cm. Width: 2.3cm. weight: 26.2g. 15. AR flask (for lamp oil): with broken neck. Lozenge shaped foot. On each side is engraved a large Chi-Rho with ‘A’ & ‘w’ on either side; inside laurel wreath border. Ht.: 11cm. Diameter of faces: 8.5cm. weight 144.8g. 16. AV case: six-sided cylinder, face of lion at each end. Three suspension hoops. L: 7.2cm. W.: 1.2cm. weight: 20g. 17. AV case: as 16, but less elab. & smaller. Three suspension hoops. L: 5cm. W.: 1cm. weight: 4.8g. 18. AE handle: in form of a leaf. 19. AV brooch: large medallion with repoussé female imperial portrait surrounded by beading & palmettes on the edge. Three crosses are suspended from rings at the bottom. Diameter: 9.4cm. weight: 114g. Total AV: 701.6g Total AR: 144.8g","Various theories regarding the ownership of the gold medallion, including Galla Placidia, daughter of Theodosius the Great and sister of Honorius. Other that it belonged to Victoria, the tomb of her was found in the cemetry to the west of the town.","found in a villa inside ancient walls (?), probably in the private baths. The villa was located in a wealthy part of the ancient town - 250m to the north was a villa in which a hunt mosaic was discovered.",?,Heurgon 1958
1771,2010,Thetford II,Thetford (Gallows Hill),Norfolk,Great Britain,52.412856,0.751657,,300,193,,400,?,Severan-late 4th. centuryAD,300/400?,1979,1979,,,453.5,453.5,+,,,,,,,,,,,,,,, ,,,,,,,,,,,,,0,0, ,,1340.3,1340.3,+,1340.3,1340.3,"1. AV buckle: 2 pts., loop of confronted horse’s heads, rect. plate with satyr decoration. 39.9g. AV87%, AR10%, AE3%. 2. AV ring: chased decoration., set with amethyst, Cupid on Lion engraving. 15.5g. 95%, 3%, 1%. Severan. 3. AV ring: chased decoration., set with amethyst, std. Mercury engraving. 8.8g. 96%, 3%, 1%. Severan. 4. AV ring: chased decoration., set with chalcedony, fig. of Tyche of Antioch engraving. Engraved ‘DNG’. 6g. 94%, 5%, >1%. 5. AV ring: dolphin shoulders, settings for 9 gems. 11.3g. 93%, 6%, >1%. Late Roman. 6. AV ring: dolphin shoulders, amethyst. 6.8g. 94%, 5%, 1%. Must be linked to above. 7. AV ring: raised bezel, vase form, birds, glass setting. prob. late weight: not given. 8. AV ring: settings for 8 gems, large flat bezel. 8.6g. 96%, 3%, >1%. 9. AV ring: human face shoulders, emerald. 9.2g.97%, 3%, <0.1%. 4th. century 10. AV ring: filigree ‘basket’ pattern, clasped hands on bezel (bethrothal). 6.6g. 95%, 4%, 1%. 11. AV ring: decoration. filigree hoop, oval box setting. weight: not given. 12. AV ring: filigree & empty box setting. 4.9g. 96%, 4%, <1%. 13. AV ring: emerald, fig. of Abrasax. Under gem, ‘ABRACASCABAWQ’. 8.7g. 94%, 5%, >1%. 2nd. - 3rd.ca. AD 14. AV ring: filigree decoration., triple glass setting. ‘Typical late Antique’. 94%, 4%, 2%. weight: 6.4g. 15. AV ring: deco. hoop, rect. setting, green glass. late 4th./early 5th.  93%, 5%, 2%. weight: ca. 7.4g. 16. AV ring: onyx, fig. of Mars. 2nd. - 3rd. 98%, 2%, <0.1%. weight: ca. 19.7g.  17. AV ring: filigree decoration., glass. 95,2,2.l.4. weight: 2.6g.  18. AV ring: openwork loop, garnet. 94,4,2.l.R. weight: 2g.  19. AV ring: plain, green glass. 96,2,2. 3-4. weight: 2.5g. 20. AV ring: raised rect., emerald. 95, 4, <1.U. weight: 1.2g. 21. AV ring: glass, gold inlay. 96,4,<1. 4-5. weight: 2.3g. 22. AV ring: “plaited” hoop, 1 round, 2 oval garnets. 95,4,<1. weight: 2.2g. 23. AV ring: head of Pan, 2 garnets. 90,10,<1. weight: 2.8g. 24, 25. 2 AV bracelets: pair; basket decoration. weight: 26.8g, 25.9g. 26. AV bracelet: heavy twisted. 108. 95,4,<1.4. weight: 1g. 27. AV bracelet: box settings. 92,7,<1.prob.4. weight: 17.8g. 28. AV pendant: form as club of Hercules. AV gem inlay. 94,4,2. 1-4 (ear-ring parallels) weight: 10.5g. 29. AV pendant: as above. Green glass & garnet. 95,4,1. weight: 10.6g. 30. AV amulet: hexagonal-sectioned tube, 2 suspension rings. 92,5,3. Sulphur contents (packing, or for magical properties). weight: 13.3g. 31. AV chain necklace: green beads. 95,5,<1. weight: 18.4g. 32. AV necklace: ‘plaited’ wire. 89,10,<1. weight: 19.5g. 33. AV necklace: plain, ‘plaited’. 89,10,<1. weight: 17.2g. 34. AV necklace: incomp. interlocking beads. hollow beads as pendants or fasteners. 92,7,1. l.R? weight: 9.8g. 35, 36: AV necklace: plain, ‘plaited’. Snake head ornaments on clasps. 94,5,1. U. weight: 23.1g, 5.5g.  37. AV necklace clasp: 93,6,1. weight: 4.4g.  38. AV necklace clasp: 95,5,<1. weight: 3.8g. 39. AV pendant: cameo, onyx, lion, mounted in AV as pendant. 94,5,>1. Gem Severan, re-use? weight: 3.9g. 40. AV pendant: oval chalcedony, Diana Venatrix eng. 94,5,1. U. weight: 3.3g. 41. Unmounted gem: rect. chalcedony, eng. Venus & Cupid. Severan. weight: 4.9g. 42. Bead: green, hexagonal. 43-46. Beads: hexagonal. 47. AR strainer: long handle. <1,96,3. LR. weight: 33.2g. 48. AR strainer: ring at term. <1,96,3. LR. weight: 12.8g. 49. AR strainer: comma term. 1,96,3, LR. weight: 10.3g. 50. AR spoon: duck handle, parcel-gilt decoration., in bowl depicting Triton & dolphin. inscr. ‘DEINARI’. <1,96,3. Terminal typical LR.Trtons=Bacchic parallels. weight: 25.4g. 51. AR spoon: dh. Niello inscr. ‘DEIIFAVNINARI’. <1,97,2. weight: 45.5g. 52. AR spoon: dh., n.i. ‘DEIFAVNI(leaf)GRANI’ in bowl. <1,98,2. weight: 27.3g.53. AR spoon: dh., n.i. ‘DEIFAVANDICROSE’ in bowl. <1,97,2. weight: 27.4g.54. AR spoon: dh., n.i. ‘DEIFAVMEDVGENI’ in bowl. 1,97,2. weight: 26.7g.55. AR spoon: dh., n.i. ‘DEIFAVNIAVSECI’ in bowl. <1,98,1. weight: 27.3g.56. AR spoon: ‘S’ shaped dh., n.i. ‘DEIFAVNIMEDIGENI’ in bowl. <1,96,3. weight: 26.3g.57. AR spoon: dh, ni ‘DEIFAVBLOTVGI’ in bowl. <1,98,2. weight: 28.9g.58. AR spoon: dh, ni ‘DEOFAVNISATERNIO’ in bowl. <1,98,1. weight: 25.2g.59. AR spoon: dh, i ‘VTI(leaf)FELIX’. <1,95,4. weight: 41.3g.60. AR spoon: dh, i ‘VIRBONEVIVAS’ in bowl. <1,97,2. weight: 37.5g.61. AR spoon: diameterh. ni ‘PERSEVERAVITVIVAS’. <1,96,3. weight: 26.1g.62. AR spoon: dh, ni ‘INGENVAEVIVAS’. <1,99,1. weight: 41.7g.63. AR spoon: dh, ni ‘PRIMIGENIAVIVAS’. <1,95,4. weight: 27.4g.64. AR spoon: dh, ni ‘BLO’ on h. <1,98,2.  weight: 27.2g.65. AR spoon: dh, unin. <1,98,2. weight: 36.3g.66. AR spoon: parcel gilt decoration. in bowl of panther, inscr. in niello ‘DEIIFAVNINARI’ on handle. <1,95,4. weight: 22.3g.67. AR spoon: decoration. in bowl, fish & plant. <1,98,1. weight: 24.3g.68. AR spoon: i ‘SILVIOLAVIVAS’ in bowl. <1,98,2. weight: 25.0g.69. AR spn: ni ‘SILVIOLAVIVAS+’. 1,98,<1. weight: 26.2g.70. AR spn: i ‘AVSPICIVIVAS’ in bowl. 2,96,2. weight: 18.1g.71. AR spn: ni ‘DEIFAVMEGIGENI’ in bowl. <1,98,1. weight: 24.2g.72. AR spn: i ‘AGRESTEVIVAS’ in bowl. <1, 97, 2. weight: 24.2g.73. AR spn: ni ‘DEIFAVAVSECI’. <1,97,2. weight: not given.74. AR spn: ni ‘DEIFAVNI(leaf)CRANI’. <1,97,2. weight: 27.1g.75. AR spn: i ‘BLO’ on tapered end of handle. <1,97,2. weight: 25.6g.76. AR spn: ni ‘RESTITVTI’ on h. 1,97,1. weight: 25.9g.77. AR spn: ni ‘RESTITVTI’ on h. <1,98,1. weight: 27.0g.78. AR spn: ni ‘DEITVCI’. <1,97,2. weight: 25.8g.79. AR spn: i ‘MED’ on h. <1,97,2. weight: 26.0g.80. AR spn: i ‘BLO’ on h. <1,97,3. weight: 24.5g.81. AR spn: ni ‘AN’ on h. 1,97,1. weight: 24.8g. 82. AR spn. ni ‘GRA’ on h. 1,97,2. weight: 25.3g.83. Shale box, round with lid. “Only British parallel from Verulamium from a context dated AD 350-61”.   Total AV: 390.2g+; Total AR: 950.1g+","Not immediately declared, so may be incomplete. Rumours of coins found with the hoard, including a solidus of Magnus Maximus; unable to be corroborated.","Found by a metal detectorist, buried in a pit approximately 2.5ft. deep. Near to a Roman timber building “probably taken down after ca. 300” (Gregory 1991)",The British Museum,Johns & Potter 1983; Watts 1988; Gregory 1991
